Label,Degree,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality
"Amor B, 2014, MOL BIOSYST, V10, P2247, DOI 10.1039/c4mb00088a",3,0.005847953216374269,0.0042945906432748536,0.101239002923349,2.7523302618321417e-05
"Akram MA, 2018, SCI DATA, V5, P0, DOI 10.1038/sdata.2018.6",0,0.0,0.0,0.0,7.176579986197515e-75
"Borge-Holthoefer J, 2011, PLOS ONE, V6, P0, DOI 10.1371/journal.pone.0023883",9,0.017543859649122806,0.0,0.12598090668266107,0.00019876812149475658
"Bond RM, 2012, NATURE, V489, P295, DOI 10.1038/nature11421",9,0.017543859649122806,0.0,0.12598090668266107,0.00019876812149475658
"Balcan D, 2010, J COMPUT SCI-NETH, V1, P132, DOI 10.1016/j.jocs.2010.07.002",0,0.0,0.0,0.0,7.176579986197515e-75
"Neuhäuser L, 2021, PHYS REV E, V104, P0, DOI 10.1103/PhysRevE.104.064305",9,0.017543859649122806,0.0005616075940781567,0.09259374060068375,2.387203752071124e-07
"Cao YM, 2023, INT J SYST SCI, V54, P2689, DOI 10.1080/00207721.2023.2241959",9,0.017543859649122806,3.0071320275998638e-05,0.031769237909588785,1.3175531965122398e-12
"Baez JC, 2013, QUANTUM TECHNIQUES R, V0, P0",4,0.007797270955165692,0.0,0.007797270955165692,3.1123454448205347e-32
"Zhao H, 2023, IEEE T FUZZY SYST, V31, P4010, DOI 10.1109/TFUZZ.2023.3273566",9,0.017543859649122806,1.4793929267613475e-05,0.030325181640971113,1.266367593452144e-12
"Atilgan AR, 2012, BRIEF FUNCT GENOMICS, V11, P479, DOI 10.1093/bfgp/els027",0,0.0,0.0,0.0,7.176579986197515e-75
"Abuelezam NN, 2013, PLOS ONE, V8, P0, DOI 10.1371/journal.pone.0075624",2,0.003898635477582846,0.0,0.13987915617434254,5.934614349976461e-05
"Dai M, 2022, IEEE T NETW SCI ENG, V9, P4101, DOI 10.1109/TNSE.2022.3195862",8,0.015594541910331383,0.0009139310879990707,0.03511336821586129,3.6359319209805357e-13
"Gómez S, 2013, PHYS REV LETT, V110, P0, DOI 10.1103/PhysRevLett.110.028701",13,0.025341130604288498,0.013651753773181487,0.15945656342795236,0.0046798763503099
"Klimm F, 2014, PLOS COMPUT BIOL, V10, P0, DOI 10.1371/journal.pcbi.1003491",3,0.005847953216374269,0.0001924472918853402,0.10835573503787801,2.9495074950549834e-05
"Zhou MX, 2014, PHYSICA A, V410, P131, DOI 10.1016/j.physa.2014.05.002",2,0.003898635477582846,7.614522417153996e-06,0.003898635477582846,1.9363329015146577e-51
"Ouellet M, 2017, SOC NETWORKS, V51, P171, DOI 10.1016/j.socnet.2017.01.005",7,0.01364522417153996,0.006049744793622519,0.11150650463827022,2.4333244244856846e-06
"Devine A, 2018, J EDUC PSYCHOL, V110, P431, DOI 10.1037/edu0000222",4,0.007797270955165692,0.0,0.038123085491506545,1.0665955056231232e-06
"ABear AD, 2014, FUNGAL ECOL, V10, P34, DOI 10.1016/j.funeco.2013.01.009",5,0.009746588693957114,0.0,0.10630437561863489,3.176084851125238e-05
"Rossetti G, 2017, J COMPLEX NETW, V5, P893, DOI 10.1093/comnet/cnx016",4,0.007797270955165692,0.0,0.13403595186697442,0.00010463031360516326
"Bastolla U, 2009, NATURE, V458, P1018, DOI 10.1038/nature07950",5,0.009746588693957114,0.0028224496426251054,0.1262844751324988,0.00011721811237356797
"AUFFINGER A, 2017, 50 YEARS OF FIRST-PASSAGE PERCOLATION, V0, P0",2,0.003898635477582846,0.0,0.13987915617434254,5.934614349976461e-05
"Baranyi G, 2011, ECOL INDIC, V11, P1301, DOI 10.1016/j.ecolind.2011.02.003",0,0.0,0.0,0.0,7.176579986197515e-75
"Alexandrov A, 2022, J COMPLEX NETW, V10, P0, DOI 10.1093/comnet/cnac015",0,0.0,0.0,0.0,7.176579986197515e-75
"Golub G, 2012, MATRIX COMPUTATIONS, V0, P0",0,0.0,0.0,0.0,7.176579986197515e-75
"Wang HJ, 2013, PHYS REV E, V88, P0, DOI 10.1103/PhysRevE.88.022801",0,0.0,0.0,0.0,7.176579986197515e-75
"Benson AR, 2016, SCIENCE, V353, P163, DOI 10.1126/science.aad9029",6,0.011695906432748537,0.0,0.1279285366476493,7.574610777114057e-06
"Rossi RA, 2015, AAAI CONF ARTIF INTE, V0, P4292",2,0.003898635477582846,0.001256223540546965,0.12588004126498079,1.0848607847398141e-05
"Guo FP, 2022, COMPUT COMMUN, V187, P83, DOI 10.1016/j.comcom.2022.02.002",0,0.0,0.0,0.0,7.176579986197515e-75
"Zhao H, 2024, IEEE T AUTOM SCI ENG, V21, P5738, DOI 10.1109/TASE.2023.3317902",9,0.017543859649122806,1.4793929267613475e-05,0.030325181640971113,1.266367593452144e-12
"Kaminski B, 2022, BIG DATA RES, V30, P0, DOI 10.1016/j.bdr.2022.100348",1,0.001949317738791423,0.0,0.001949317738791423,1.6548066791236449e-56
"Samei Z, 2019, J COMPLEX NETW, V7, P641, DOI 10.1093/comnet/cnz007",6,0.011695906432748537,0.0042945906432748536,0.10426006070289191,9.380603296978523e-07
"Almeira N, 2017, SCI REP-UK, V7, P0, DOI 10.1038/s41598-017-15428-z",1,0.001949317738791423,0.0,0.1336940234183342,8.361523057434161e-05
"Bagrow JP, 2011, PLOS ONE, V6, P0, DOI 10.1371/journal.pone.0017680",2,0.003898635477582846,0.0,0.10467654563246405,2.4728023454919028e-05
"Blondel VD, 2008, J STAT MECH-THEORY E, V0, P0, DOI 10.1088/1742-5468/2008/10/P10008",1,0.001949317738791423,0.0,0.08720142625621798,1.601250896479446e-06
"Abbate A, 2018, NETW SCI, V6, P517, DOI 10.1017/nws.2018.7",1,0.001949317738791423,0.0,0.001949317738791423,1.6548066791236449e-56
"Arie-Nachimson M, 2012, SECOND JOINT 3DIM/3DPVT CONFERENCE: 3D IMAGING, V0, PROCESSING, DOI 10.1109/3DIMPVT.2012.46",6,0.011695906432748537,2.6634802779866646e-05,0.14319141306007377,0.0010468128256839243
"Bassett DS, 2013, CHAOS, V23, P0, DOI 10.1063/1.4790830",14,0.02729044834307992,0.009877513363137597,0.16515144069323634,0.0033491545348337463
"Althoff T, 2013, P 21 ACM INT C MULT, V0, PP907, DOI 10.1145/2502081.2502117",3,0.005847953216374269,0.0,0.098573148300916,1.4925901950596415e-06
"Hills T, 2021, TOPICS COGN SCI, V14, P12598",4,0.007797270955165692,0.0,0.038123085491506545,1.0665955056231232e-06
"Li QS, 2020, INT J QUANTUM CHEM, V120, P0, DOI 10.1002/qua.26154",0,0.0,0.0,0.0,7.176579986197515e-75
"Klein-Hennig H, 2012, PHYS REV E, V85, P0, DOI 10.1103/PhysRevE.85.026101",3,0.005847953216374269,0.0042945906432748536,0.08938270127342865,8.785479642390731e-07
"Alshamsi A, 2018, NAT COMMUN, V9, P0, DOI 10.1038/s41467-018-03740-9",3,0.005847953216374269,0.0,0.14477363861874862,7.082097634544357e-05
"Barabási AL, 2011, NAT REV GENET, V12, P56, DOI 10.1038/nrg2918",2,0.003898635477582846,0.0,0.003898635477582846,9.126706142089442e-46
"Kivimäki I, 2016, SCI REP-UK, V6, P0, DOI 10.1038/srep19668",4,0.007797270955165692,0.0,0.007797270955165692,3.1123454448205347e-32
"Li A, 2017, SCIENCE, V358, P1042, DOI 10.1126/science.aai7488",7,0.01364522417153996,0.0042945906432748536,0.14319141306007377,0.0006134303473435592
"Ahnert SE, 2017, NPJ COMPUT MATER, V3, P0, DOI 10.1038/s41524-017-0035-x",12,0.023391812865497075,0.003452833069574873,0.157224171539961,0.0015172000697138814
"Estrada E, 2019, DISCRETE APPL MATH, V268, P70, DOI 10.1016/j.dam.2019.04.019",4,0.007797270955165692,0.0009748578211325147,0.13864565391530953,9.21557166717704e-05
"Gao ZE, 2023, NEURAL PROCESS LETT, V55, P4989, DOI 10.1007/s11063-022-11076-1",19,0.037037037037037035,0.0011774253846528208,0.04304219329686223,2.0425740848245067e-12
"Abu-El-Haija Sami, 2018, ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS, V0, P9180",4,0.007797270955165692,0.0,0.11002391290410148,2.3788327560383352e-06
"Corrêa EA, 2018, INFORM SCIENCES, V442, P103, DOI 10.1016/j.ins.2018.02.047",4,0.007797270955165692,0.0,0.038123085491506545,1.0665955056231232e-06
"Li XT, 2021, NEURAL COMPUT APPL, V33, P8227, DOI 10.1007/s00521-020-04958-9",6,0.011695906432748537,0.00011196568214112069,0.030325181640971113,2.750154199435614e-13
"Boccaletti S, 2014, PHYS REP, V544, P1, DOI 10.1016/j.physrep.2014.07.001",29,0.056530214424951264,0.02003025749230273,0.17566946540777767,0.005407395469087352
"Unknown -, 2014, SNAP DATASETS: STANFORD LARGE NETWORK DATASET COLLECTION, V0, P0",4,0.007797270955165692,0.0021549098440545806,0.09863498841904705,3.886461188388023e-06
"Aref S, 2018, J COMPLEX NETW, V6, P566, DOI 10.1093/comnet/cnx044",3,0.005847953216374269,0.0,0.005847953216374269,3.815724412657385e-38
"Arendt DL, 2015, COMPUT MATH ORGAN TH, V21, P184, DOI 10.1007/s10588-015-9181-1",3,0.005847953216374269,0.0,0.14477363861874862,7.082097634544357e-05
"Ostroumova Prokhorenkova L, 2017, ELECTRONIC NOTES IN DISCRETE MATHEMATICS, V61, P947, DOI 10.1016/J.ENDM.2017.07.058, 10.1016/j.endm.2017.07.058",2,0.003898635477582846,0.0,0.13380780556592425,8.961377619045524e-05
"Aguirre J, 2011, PLOS ONE, V6, P0, DOI 10.1371/journal.pone.0026324",4,0.007797270955165692,1.6371223196881092e-05,0.12302360840372535,0.00011792049221467684
"Biroli G, 2018, ARXIV181007545, V0, P0",2,0.003898635477582846,0.0,0.003898635477582846,9.126706142089442e-46
"Liu YY, 2016, REV MOD PHYS, V88, P0, DOI 10.1103/RevModPhys.88.035006",1,0.001949317738791423,0.0,0.11759474311141437,1.367677119297325e-05
"Danziger Michael M, 2013, 2013 NINTH INTERNATIONAL CONFERENCE ON SIGNAL-IMAGE TECHNOLOGY  INTERNET-BASED SYSTEMS, V0, PP619, DOI 10.1109/SITIS.2013.101",15,0.029239766081871343,0.0,0.10601764770058059,0.2489817146411183
"Bernier PM, 2010, NEURON, V68, P776, DOI 10.1016/j.neuron.2010.11.002",2,0.003898635477582846,0.0,0.12618312322629294,0.00036265133646858695
"Newman MEJ, 2016, NAT COMMUN, V7, P0, DOI 10.1038/ncomms11863",7,0.01364522417153996,0.0009438637052902978,0.09397738884636044,4.003640638971319e-07
"Ribeiro B, 2013, SCI REP-UK, V3, P0, DOI 10.1038/srep03006",5,0.009746588693957114,0.0,0.1418990717869684,0.00014080474684644094
"Markovic R, 2021, RESULTS PHYS, V26, P0, DOI 10.1016/j.rinp.2021.104433",6,0.011695906432748537,0.0013455597735063135,0.10323320521336901,1.3130319130403723e-06
"Agarwala A, 2017, PHYS REV LETT, V118, P0, DOI 10.1103/PhysRevLett.118.236402",12,0.023391812865497075,0.003452833069574873,0.157224171539961,0.0015172000697138814
"Peixoto TP, 2012, PHYS REV LETT, V109, P0, DOI 10.1103/PhysRevLett.109.118703",2,0.003898635477582846,0.0,0.08724981772472863,1.7164689126380306e-06
"Anderson DF, 2010, B MATH BIOL, V72, P1947, DOI 10.1007/s11538-010-9517-4",4,0.007797270955165692,0.0,0.007797270955165692,3.1123454448205347e-32
"Herrmann HJ, 2011, J STAT MECH-THEORY E, V0, P0, DOI 10.1088/1742-5468/2011/01/P01027",6,0.011695906432748537,0.0064342714424951266,0.10343695496050066,2.3886010849477913e-05
"Liu Y, 2023, J COMPLEX NETW, V11, P0, DOI 10.1093/comnet/cnad036",6,0.011695906432748537,0.0,0.011695906432748537,2.5521016628343648e-23
"Zhu LG, 2023, SUSTAIN CITIES SOC, V96, P0, DOI 10.1016/j.scs.2023.104718",7,0.01364522417153996,2.625779703469332e-05,0.03215199981211395,5.253449349616087e-13
"BRODKA P, 2014, MLFR BENCHAMARK TEST, V0, P0",2,0.003898635477582846,0.0,0.13358043461339084,0.00038670077262325256
"Heisser RH, 2018, P NATL ACAD SCI USA, V115, P8665, DOI 10.1073/pnas.1802831115",6,0.011695906432748537,0.0,0.13755395585298424,0.00020392641462758837
"MacMahon M, 2015, PHYS REV X, V5, P0, DOI 10.1103/PhysRevX.5.021006",7,0.01364522417153996,0.00032077877170272676,0.14902765074877822,0.0006381794105630882
"Schaub Michael T, 2017, APPL NETW SCI, V2, P4, DOI 10.1007/s41109-017-0023-6",2,0.003898635477582846,0.0,0.13426487748929206,8.967311490962989e-05
"Kaminski B, 2021, NETW SCI, V9, P153, DOI 10.1017/nws.2020.45",1,0.001949317738791423,0.0,0.001949317738791423,1.6548066791236449e-56
"Ravandi B, 2019, J COMPLEX NETW, V7, P720, DOI 10.1093/comnet/cnz004",1,0.001949317738791423,0.0,0.08989375159517496,7.363583064075342e-08
"Unknown -, 2012, PHYS REP, V0, P0",6,0.011695906432748537,0.0,0.15249677161974878,0.0013886738983158076
"Bashan A, 2011, PHYS REV E, V83, P0, DOI 10.1103/PhysRevE.83.051127",15,0.029239766081871343,0.0,0.10601764770058059,0.2489817146411183
"Amraee T, 2017, INT J ELEC POWER, V91, P135, DOI 10.1016/j.ijepes.2017.01.029",2,0.003898635477582846,0.0,0.003898635477582846,9.126706142089442e-46
"Santi P, 2014, P NATL ACAD SCI USA, V111, P13290, DOI 10.1073/pnas.1403657111",2,0.003898635477582846,0.0,0.0892811877001482,8.748260165755305e-07
"Millán AP, 2020, PHYS REV LETT, V124, P0, DOI 10.1103/PhysRevLett.124.218301",8,0.015594541910331383,0.001195875050433465,0.10873040908710996,9.521393323898839e-07
"Cucuringu M, 2014, ARXIV14106572, V0, P0",7,0.01364522417153996,0.004294551362008416,0.13058486008302408,0.00018779183594231494
"Magnani M, 2022, ACM COMPUT SURV, V54, P0, DOI 10.1145/3444688",1,0.001949317738791423,0.0,0.1249794686327194,1.070652935792001e-05
"Bassler KE, 2015, NEW J PHYS, V17, P0, DOI 10.1088/1367-2630/17/8/083052",3,0.005847953216374269,0.008528265107212475,0.10616081805534167,1.218369388642241e-05
"Chodrow P, 2020, APPL NETW SCI, V5, P0, DOI 10.1007/s41109-020-0252-y",3,0.005847953216374269,0.002036147618126568,0.09380917156322255,1.0138247442390043e-07
"Aguirre J, 2013, NAT PHYS, V9, P230, DOI 10.1038/NPHYS2556",6,0.011695906432748537,0.005575409903325281,0.13036830144275374,0.03474834398663984
"Grilli J, 2017, NATURE, V548, P210, DOI 10.1038/nature23273",6,0.011695906432748537,0.0,0.1279285366476493,7.574610777114057e-06
"Amancio DR, 2015, J STAT MECH-THEORY E, V0, P0, DOI 10.1088/1742-5468/2015/03/P03005",3,0.005847953216374269,0.0,0.005847953216374269,3.815724412657385e-38
"Alstott J, 2019, J COMPLEX NETW, V7, P564, DOI 10.1093/comnet/cny032",0,0.0,0.0,0.0,7.176579986197515e-75
"Saramäki J, 2015, EUR PHYS J B, V88, P0, DOI 10.1140/epjb/e2015-60660-9, 10.1140/epjb/e2015-60106-6",2,0.003898635477582846,0.0,0.13324082333895002,0.00016749104922334697
"Alstott J, 2014, PLOS ONE, V9, P0, DOI 10.1371/journal.pone.0095816",2,0.003898635477582846,0.0,0.10509637135024132,0.01828701901062828
"Braunstein A, 2016, P NATL ACAD SCI USA, V113, P12368, DOI 10.1073/pnas.1605083113",9,0.017543859649122806,0.0010736476608187134,0.1497373062285343,0.0002226020939741409
"Abhilash AS, 2014, BIOPHYS J, V107, P1829, DOI 10.1016/j.bpj.2014.08.029",12,0.023391812865497075,0.003452833069574873,0.157224171539961,0.0015172000697138814
"Trajanovski S, 2013, J COMPLEX NETW, V1, P44, DOI 10.1093/comnet/cnt004",0,0.0,0.0,0.0,7.176579986197515e-75
"Cencetti G, 2021, SCI REP-UK, V11, P0, DOI 10.1038/s41598-021-86469-8",17,0.03313840155945419,0.0183894078857185,0.11025537976154348,1.08961206666044e-06
"Ahmed W, 2018, J ADOLESCENCE, V67, P158, DOI 10.1016/j.adolescence.2018.06.010",37,0.07212475633528265,0.001353481359649123,0.07212475633528265,3.4979453207566076e-06
"Al-Mohy AH, 2011, SIAM J SCI COMPUT, V33, P488, DOI 10.1137/100788860",3,0.005847953216374269,0.0,0.11230297967140071,3.3402115412341125e-05
"Newman MEJ, 2016, PHYS REV E, V94, P0, DOI 10.1103/PhysRevE.94.052315",4,0.007797270955165692,0.004312701971846851,0.13600706880619465,9.049820847332392e-05
"Adam DC, 2020, NAT MED, V26, P1714, DOI 10.1038/s41591-020-1092-0",4,0.007797270955165692,0.0,0.10097891556837572,1.276514679490751e-06
"St-Onge G, 2021, PHYS REV LETT, V127, P0, DOI 10.1103/PhysRevLett.127.158301",9,0.017543859649122806,0.0008620266420560851,0.09364155541391364,3.0104244830669124e-07
"Carstens CJ, 2015, PHYS REV E, V91, P0, DOI 10.1103/PhysRevE.91.042812",1,0.001949317738791423,0.0,0.001949317738791423,1.6548066791236449e-56
"Arrigo F, 2016, SIAM J SCI COMPUT, V38, PB25, DOI 10.1137/140991923",1,0.001949317738791423,0.0,0.002599090318388564,1.369194125295638e-51
"ABear AD, 2013, PLOS ONE, V8, P0, DOI 10.1371/journal.pone.0077610",5,0.009746588693957114,0.0,0.10630437561863489,3.176084851125237e-05
"Fortunato S, 2016, PHYS REP, V659, P1, DOI 10.1016/j.physrep.2016.09.002",30,0.05847953216374269,0.047704288664720325,0.17606290206042666,0.0012503247509278086
"Agneessens F, 2013, SOC NETWORKS, V35, P145, DOI 10.1016/j.socnet.2013.03.002",0,0.0,0.0,0.0,7.176579986197515e-75
"Mnih V, 2015, NATURE, V518, P529, DOI 10.1038/nature14236",1,0.001949317738791423,0.0,0.001949317738791423,1.6548066791236449e-56
"Coscia M, 2017, PROC INT CONF DATA, V0, PP425, DOI 10.1109/ICDE.2017.100",1,0.001949317738791423,0.0,0.09264830379490925,1.4207848947813118e-07
"Kumar AA, 2021, PSYCHON B REV, V28, P40, DOI 10.3758/s13423-020-01792-x",3,0.005847953216374269,0.0,0.03758614062542898,8.60005838751846e-07
"Parshani R, 2010, PHYS REV LETT, V105, P0, DOI 10.1103/PhysRevLett.105.048701",15,0.029239766081871343,0.0,0.10601764770058059,0.2489817146411183
"Li HC, 2024, IEEE T NEUR NET LEAR, V35, P16313, DOI 10.1109/TNNLS.2023.3293689",4,0.007797270955165692,1.043172865767035e-05,0.024709407263013503,1.5188231588525403e-13
"Perra N, 2012, SCI REP-UK, V2, P0, DOI 10.1038/srep00469",6,0.011695906432748537,8.34353846500966e-05,0.15117708801919327,0.0003133937944942148
"Alvarez-Rodriguez U, 2021, NAT HUM BEHAV, V5, P586, DOI 10.1038/s41562-020-01024-1",16,0.031189083820662766,0.0005100099671776774,0.09442893185583244,5.541503373822371e-07
"Lerner J, 2021, SOC NETWORKS, V66, P224, DOI 10.1016/j.socnet.2021.04.001",5,0.009746588693957114,0.0007469641836597837,0.09199775982443593,2.903214844526643e-07
"Liu SY, 2014, PHYS REV LETT, V112, P0, DOI 10.1103/PhysRevLett.112.118702",6,0.011695906432748537,8.34353846500966e-05,0.15117708801919327,0.0003133937944942148
"Battiston F, 2014, PHYS REV E, V89, P0, DOI 10.1103/PhysRevE.89.032804",18,0.03508771929824561,0.0453287705279092,0.1856247597874392,0.0028092256458516728
"Adedeji KB, 2023, J SENS ACTUAT NETW, V12, P0, DOI 10.3390/jsan12040051",6,0.011695906432748537,0.0,0.011695906432748537,2.5521016628343648e-23
"Hâncean MG, 2020, ROY SOC OPEN SCI, V7, P0, DOI 10.1098/rsos.200780",6,0.011695906432748537,0.0013455597735063135,0.10323320521336901,1.3130319130403723e-06
"Abergel Frederic, 2016, PHYSICS OF SOCIETY: ECONOPHYSICS AND SOCIOPHYSICS, V0, P0, DOI 10.1017/CBO9781316683040, 10.1017/CBO9781316683040",0,0.0,0.0,0.0,7.176579986197515e-75
"Akara-pipattana P, 2021, RESISTANCE DISTANCE, V0, P0",0,0.0,0.0,0.0,7.176579986197515e-75
"Khasawneh E, 2021, BMC PSYCHOL, V9, P0, DOI 10.1186/s40359-021-00537-2",3,0.005847953216374269,0.0,0.03758614062542898,8.60005838751846e-07
"Lancichinetti A, 2011, PHYS REV E, V84, P0, DOI 10.1103/PhysRevE.84.066122",0,0.0,0.0,0.0,7.176579986197515e-75
"Nepusz T, 2012, NAT PHYS, V8, P568, DOI 10.1038/NPHYS2327, 10.1038/nphys2327",8,0.015594541910331383,0.0,0.14959483495714654,0.00022073003729224146
"Li DQ, 2011, NAT PHYS, V7, P481, DOI 10.1038/nphys1932, 10.1038/NPHYS1932",0,0.0,0.0,0.0,7.176579986197515e-75
"Daud NN, 2020, J NETW COMPUT APPL, V166, P0, DOI 10.1016/j.jnca.2020.102716",0,0.0,0.0,0.0,7.176579986197515e-75
"Alemán E, 2013, POLIT STUD-LONDON, V61, P356, DOI 10.1111/j.1467-9248.2012.00964.x",6,0.011695906432748537,0.001404208745751649,0.15264482673782623,0.001256671209031168
"Vespignani A, 2012, NAT PHYS, V8, P32, DOI 10.1038/nphys2160",7,0.01364522417153996,0.0021549098440545806,0.15279316962095335,0.0013949084427785328
"AREF S, 2017, DYNAMIC VISUALISATIO, V0, P0",3,0.005847953216374269,0.0,0.005847953216374269,3.815724412657385e-38
"Saumell-Mendiola A, 2012, PHYS REV E, V86, P0, DOI 10.1103/PhysRevE.86.026106",15,0.029239766081871343,0.0,0.10601764770058059,0.2489817146411183
"Ambroise C, 2012, J ROY STAT SOC B, V74, P3, DOI 10.1111/j.1467-9868.2011.01009.x",2,0.003898635477582846,0.0,0.10276089643134706,7.233244349266397e-06
"Bae A, 2016, PLOS ONE, V11, P0, DOI 10.1371/journal.pone.0151784",3,0.005847953216374269,0.0013603360793946718,0.1166351420919592,6.635716985722409e-06
"Stegehuis C, 2019, J APPL PROBAB, V56, P672, DOI 10.1017/jpr.2019.45",2,0.003898635477582846,0.0009728935023622266,0.12428788264028538,1.427658783158307e-05
"Amancio DR, 2013, PLOS ONE, V8, P0, DOI 10.1371/journal.pone.0067310",3,0.005847953216374269,0.0,0.005847953216374269,3.815724412657385e-38
"Bassett DS, 2011, P NATL ACAD SCI USA, V108, P7641, DOI 10.1073/pnas.1018985108",17,0.03313840155945419,0.018477444709814148,0.16242166481400933,0.005068913936300853
"Xiao Z, 2023, IEEE T INTELL TRANSP, V24, P10843, DOI 10.1109/TITS.2023.3276704",9,0.017543859649122806,1.4793929267613475e-05,0.030325181640971113,1.266367593452144e-12
"Dalege J, 2017, SOC PSYCHOL PERS SCI, V8, P528, DOI 10.1177/1948550617709827",4,0.007797270955165692,0.0,0.038123085491506545,1.0665955056231232e-06
"AREF S, 2016, EXACT METHOD COMPUTI, V0, P0",0,0.0,0.0,0.0,7.176579986197515e-75
"Rosvall M, 2014, NAT COMMUN, V5, P0, DOI 10.1038/ncomms5630",9,0.017543859649122806,0.002830172387961252,0.1418990717869684,0.0005946094364156506
"Albrecht M, 2014, P ROY SOC B-BIOL SCI, V281, P0, DOI 10.1098/rspb.2014.0773",1,0.001949317738791423,0.0,0.08021641405100051,1.6231739096593948e-07
"Unknown -, 2011, A GENERALIZED LOUVAIN METHOD FOR COMMUNITY DETECTION IMPLEMENTED IN MATLAB, V0, P0",1,0.001949317738791423,0.0,0.001949317738791423,1.6548066791236449e-56
"Ahmed NK, 2014, ACM T KNOWL DISCOV D, V8, P0, DOI 10.1145/2601438",5,0.009746588693957114,0.0014213775178687571,0.11956210763495133,1.9234809110046882e-05
"Patania A, 2017, EPJ DATA SCI, V6, P0, DOI 10.1140/epjds/s13688-017-0114-8",7,0.01364522417153996,0.0018090512683305942,0.12813705911977263,7.643606728632004e-06
"Dong GG, 2018, P NATL ACAD SCI USA, V115, P6911, DOI 10.1073/pnas.1801588115",0,0.0,0.0,0.0,7.176579986197515e-75
"Benzi M, 2010, LINEAR ALGEBRA APPL, V433, P637, DOI 10.1016/j.laa.2010.03.035",4,0.007797270955165692,0.0,0.10330103254925165,3.089077401236474e-05
"Chowdhary S, 2021, J PHYS-COMPLEXITY, V2, P0, DOI 10.1088/2632-072X/ac12bd",9,0.017543859649122806,0.0005616075940781567,0.09259374060068375,2.3872037520711236e-07
"Aliakbary S, 2015, CHAOS, V25, P0, DOI 10.1063/1.4908605",2,0.003898635477582846,0.0,0.12066321683803607,4.469028031980572e-06
"Chodrow PS, 2021, SCI ADV, V7, P0, DOI 10.1126/sciadv.abh1303",0,0.0,0.0,0.0,7.176579986197515e-75
"Estrada E, 2015, PHYS REV E, V91, P0, DOI 10.1103/PhysRevE.91.042805",6,0.011695906432748537,0.0,0.13755395585298424,0.00020392641462758837
"Hamilton WL, 2017, ADV NEUR IN, V30, P0",6,0.011695906432748537,4.695622157244964e-05,0.11079927522195983,2.681408057129801e-06
"Levy O, 2021, SCI REP-UK, V11, P1",3,0.005847953216374269,0.0,0.03758614062542898,8.60005838751846e-07
"Bick C, 2022, NODEA-NONLINEAR DIFF, V29, P0, DOI 10.1007/s00030-022-00796-x",0,0.0,0.0,0.0,7.176579986197515e-75
"Kenett YN, 2018, P NATL ACAD SCI USA, V115, P867, DOI 10.1073/pnas.1717362115",3,0.005847953216374269,0.0,0.03758614062542898,8.60005838751846e-07
"Unknown -, 2013, J NONLINEAR SCI, V0, P0, DOI 10.1063/1.4818544",9,0.017543859649122806,5.336271933857903e-05,0.1507422545924842,0.002233211267680786
"Baek Y, 2012, PHYS REV E, V85, P0, DOI 10.1103/PhysRevE.85.031123",0,0.0,0.0,0.0,7.176579986197515e-75
"Aksoy SG, 2020, EPJ DATA SCI, V9, P0, DOI 10.1140/epjds/s13688-020-00231-0",10,0.01949317738791423,0.0031396700073493475,0.098696906177,9.128680138368358e-07
"Ahn YY, 2010, NATURE, V466, P761, DOI 10.1038/nature09182",9,0.017543859649122806,0.0015388325607932922,0.14693847807472993,0.0011386879804706697
"Aloise D, 2010, PHYS REV E, V82, P0, DOI 10.1103/PhysRevE.82.046112",3,0.005847953216374269,1.1421783625730994e-05,0.10289540022248757,1.3981393510593286e-05
"Rezaeipanah A, 2020, SOC NETW ANAL MIN, V10, P0, DOI 10.1007/s13278-020-00639-6",14,0.02729044834307992,0.0010431134174737973,0.04169712475633528,1.3893847449517323e-12
"Li F, 2024, J KING SAUD UNIV-COM, V36, P0, DOI 10.1016/j.jksuci.2024.101976",6,0.011695906432748537,0.0,0.011695906432748537,2.5521016628343648e-23
"Delvenne JC, 2015, NAT COMMUN, V6, P0, DOI 10.1038/ncomms8366",3,0.005847953216374269,0.0,0.12001845155722214,7.460857432950283e-05
"Rombach MP, 2014, SIAM J APPL MATH, V74, P167, DOI 10.1137/120881683",5,0.009746588693957114,0.0040491915069309084,0.13123887440731302,0.00037670295229556594
"Xiao Z, 2023, IEEE T CYBERNETICS, V53, P2346, DOI 10.1109/TCYB.2021.3117705",4,0.007797270955165692,9.882919410971311e-05,0.03421302544109561,4.1668261521324353e-13
"Almeida-Neto M, 2008, OIKOS, V117, P1227, DOI 10.1111/j.0030-1299.2008.16644.x",5,0.009746588693957114,0.0028224496426251054,0.1262844751324988,0.00011721811237356797
"Aral S, 2011, HARVARD BUS REV, V89, P34",9,0.017543859649122806,0.0,0.12598090668266107,0.00019876812149475658
"Jiang HB, 2021, IEEE ACM T NETWORK, V29, P2228, DOI 10.1109/TNET.2021.3084251",9,0.017543859649122806,3.0071320275998638e-05,0.031769237909588785,1.3175531965122398e-12
"Nicosia V, 2013, PHYS REV LETT, V111, P0, DOI 10.1103/PhysRevLett.111.058701",4,0.007797270955165692,0.0,0.12876672525795332,0.00019317796219822157
