Label,Degree,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality
"Brennecke J, 2016, SOC NETWORKS, V44, P307, DOI 10.1016/j.socnet.2015.02.004",1,0.0006112469437652812,0.0,0.094691639918951,2.4098218704932185e-07
"Cobb RW, 1983, PARTICIPATION IN AMERICAN POLITICS: THE DYNAMICS OF AGENDA-BUILDING, V0, P0",1,0.0006112469437652812,0.0,0.0831223236553086,0.00018568935308417266
"Adam S, 2016, POLIT COMMUN, V0, P233",1,0.0006112469437652812,0.0,0.0006112469437652812,2.3601484716108725e-219
"McAdam Doug, 2003, DYNAMICS OF CONTENTION, V0, P0",0,0.0,0.0,0.0,1.304488961016322e-294
"Dekker D, 2007, PSYCHOMETRIKA, V72, P563, DOI 10.1007/s11336-007-9016-1",8,0.004889975550122249,0.0017708916983719498,0.11713052446215531,0.0005937368693986616
"Kukkonen A, 2020, POLITICS GOV, V8, P200, DOI 10.17645/pag.v8i2.2603",11,0.006723716381418093,0.0010851079464418338,0.08864275304030646,1.0002166037585558e-07
"Kukkonen A, 2021, ACTA SOCIOL, V64, P103, DOI 10.1177/0001699319890902",10,0.006112469437652812,0.0008543236611723293,0.08863473324902443,9.689793096616531e-08
"Leifeld P, 2018, J STAT SOFTW, V83, P0, DOI 10.18637/jss.v083.i06",5,0.003056234718826406,0.0037744031463328924,0.11366512433013888,3.930585040857603e-06
"Breiger RL, 1998, THE PROBLEM OF SOLIDARITY: THEORIES AND MODELS, V0, P239",6,0.003667481662591687,0.0,0.11738314241570419,1.7596880023720693e-05
"Duxbury SW, 2021, SOCIOL METHOD RES, V50, P491, DOI 10.1177/0049124118782543",8,0.004889975550122249,7.198090533235251e-06,0.07974600786336727,3.58212532076433e-08
"Buskens V, 2010, SOC NETWORKS, V32, P301, DOI 10.1016/j.socnet.2010.05.001",4,0.0024449877750611247,4.486216101029587e-06,0.002546862265688672,1.5635964894145766e-154
"BERNARD HR, 1982, SOC FORCES, V61, P99, DOI 10.2307/2578077",3,0.0018337408312958435,0.00047254809597511646,0.08075170677559076,6.620010495432915e-06
"Baker WE, 1998, AM SOCIOL REV, V63, P147, DOI 10.2307/2657321",3,0.0018337408312958435,0.0,0.08176261947934126,2.8075207786766434e-09
"Burawoy M, 2001, CONTEMP SOCIOL, V30, P453, DOI 10.2307/3089314",7,0.004278728606356968,0.0,0.1185478831802356,8.948581890231938e-05
"Chua V, 2013, SOC SCI RES, V42, P1236, DOI 10.1016/j.ssresearch.2013.04.002",4,0.0024449877750611247,0.00017264399928593372,0.1088895972659183,6.4616711979012514e-06
"Lazega E, 2016, MULTILEVEL NETWORK ANALYSIS FOR THE SOCIAL SCIENCES: THEORY, V0, P0",12,0.007334963325183374,0.05567189824929202,0.15305103993148994,0.00011898926292051921
"BOYD JP, 1978, PREORDER MODEL ROLE, V0, P0",1,0.0006112469437652812,0.0,0.0006112469437652812,2.3601484716108725e-219
"Leszczensky L, 2015, SOC NETWORKS, V42, P18, DOI 10.1016/j.socnet.2015.02.002",13,0.007946210268948655,0.012237209765935377,0.12921125120040453,1.652249862019977e-05
"Crawford FW, 2018, J AM STAT ASSOC, V113, P755, DOI 10.1080/01621459.2017.1285775",1,0.0006112469437652812,0.0,0.09504993757654671,6.745595833701788e-08
"Kammerer M, 2021, POLICY STUD J, V49, P1065, DOI 10.1111/psj.12422",10,0.006112469437652812,0.001008362736733796,0.08863473324902443,9.588009904359946e-08
"Unknown -, 2002, JOURNAL OF SOCIAL STRUCTURE, V0, P0",13,0.007946210268948655,0.001051041974350416,0.1100022127331537,0.0021579947781882117
"Rolfe M, 2012, VOTER TURNOUT SOCIAL, V0, P0, DOI 10.1017/CBO9781139058513",9,0.005501222493887531,0.001851046176313402,0.10244480880492178,1.703455841033043e-05
"Cho WKT, 2010, J POLIT, V72, P124, DOI 10.1017/S002238160999051X",7,0.004278728606356968,0.00012558197359907678,0.1030049107981776,1.6701277116490116e-05
"PATTISON PE, 1988, SOC NETWORKS, V10, P383, DOI 10.1016/0378-8733(88)90005-6",6,0.003667481662591687,0.00019277563919504543,0.11608954930696375,0.0005640003902450438
"BORGATTI SP, 1992, UCINET 4 0, V0, P0",4,0.0024449877750611247,0.0,0.10346179180499177,8.785827326124349e-07
"Smith EB, 2012, ORGAN SCI, V23, P67, DOI 10.1287/orsc.1100.0643",2,0.0012224938875305623,0.0,0.09802678673218601,2.1294505514270228e-07
"Burt R, 1990, SOCIAL NETWORKS THROUGH TIME, V0, P121",7,0.004278728606356968,0.014464649180232238,0.11813333010990801,1.527607823426797e-05
"Smith S, 2016, AM J SOCIOL, V121, P1223, DOI 10.1086/684032",7,0.004278728606356968,0.00021446176844325414,0.1232146530752694,1.0390391660417523e-05
"BREIGER RL, 1995, ANNU REV SOCIOL, V21, P115, DOI 10.1146/annurev.so.21.080195.000555",9,0.005501222493887531,0.0017476568835921998,0.11646216198305599,1.188018450765899e-05
"ALBA RD, 1973, J MATH SOCIOL, V3, P113, DOI 10.1080/0022250X.1973.9989826",0,0.0,0.0,0.0,1.304488961016322e-294
"Sijtsema JJ, 2009, AGGRESSIVE BEHAV, V35, P57, DOI 10.1002/ab.20282",7,0.004278728606356968,0.00042891726655095287,0.11625486016393342,0.00012312997947338104
"Daniel JR, 2019, SOC NETWORKS, V57, P63, DOI 10.1016/j.socnet.2018.12.005",3,0.0018337408312958435,0.0018901923839004658,0.09739334989576172,3.192588524599386e-07
"Borgatti SP, 2006, SOC NETWORKS, V28, P124, DOI 10.1016/j.socnet.2005.05.001",4,0.0024449877750611247,0.004714265419498591,0.10201808878490753,8.932032236411441e-05
"ALBA R, 1982, RES SOCIOLOGY ORG, V0, P0",2,0.0012224938875305623,0.0,0.07903829823327689,0.0003433000472744815
"EVERETT MG, 1990, J MATH SOCIOL, V15, P163, DOI 10.1080/0022250X.1990.9990067",9,0.005501222493887531,0.00011498638318604888,0.11692083859666633,0.0008257494107074234
"Halgin DS, 2020, SOC NETWORKS, V60, P26, DOI 10.1016/j.socnet.2019.07.004",9,0.005501222493887531,0.0003361738751781704,0.11145389153600307,5.349133061851297e-06
"Lomi A, 2011, SOC SCI RES, V40, P1506, DOI 10.1016/j.ssresearch.2011.06.010",8,0.004889975550122249,3.21274787975849e-05,0.09995711729430334,2.4235065614514084e-05
"*BUR CENS, 1993, STAT SABSTR US, V0, P0",2,0.0012224938875305623,0.0,0.0016299918500407497,9.155931022456914e-157
"Papachristos AV, 2009, AM J SOCIOL, V115, P74, DOI 10.1086/597791",8,0.004889975550122249,0.0027545620896906324,0.11047357990544283,8.563379583999868e-05
"Albert E, 2018, METSZETEK, V7, P72",0,0.0,0.0,0.0,1.304488961016322e-294
"LIN N, 1978, SOCIOL METHOD RES, V7, P149",8,0.004889975550122249,5.581854273296428e-05,0.08151769900161983,0.0014193033793288372
"ARABIE P, 1984, SOC NETWORKS, V6, P373, DOI 10.1016/0378-8733(84)90009-1",15,0.009168704156479218,0.0030141336173565483,0.09962169072620164,0.012186455771791066
"Allison PD, 2010, SURVIVAL ANALYSIS USING SAS: A PRACTICAL GUIDE, V0, P0",5,0.003056234718826406,0.0,0.08454990132057194,1.2014242448518952e-07
"Cheng J, 2014, WWW14: PROCEEDINGS OF THE 23RD INTERNATIONAL CONFERENCE ON WORLD WIDE WEB, V0, PP925, DOI 10.1145/2566486.2567997",4,0.0024449877750611247,0.0,0.0991478298351854,3.711627360093129e-07
"EVERETT MG, 1991, MATH SOC SCI, V21, P183, DOI 10.1016/0165-4896(91)90080-B",10,0.006112469437652812,0.005705478920130969,0.1161033072530774,0.0007800929931080984
"Bailey S, 1999, SOC NETWORKS, V21, P287, DOI 10.1016/S0378-8733(99)00013-1",3,0.0018337408312958435,0.0,0.10992815379280374,1.1027497173917228e-06
"BURT RS, 1977, SOC FORCES, V56, P551, DOI 10.2307/2577740",24,0.014669926650366748,0.004466869972045825,0.08301666863837531,0.3027483938324148
"CAMPBELL KE, 1985, THESIS U N CAROLINA, V0, P0",10,0.006112469437652812,0.00046955728524109664,0.0821947903852225,8.371037566323724e-05
"Shelley GA, 1990, JOURNAL OF QUANTITATIVE ANTHROPOLOGY, V2, P201",9,0.005501222493887531,5.98162146803945e-07,0.005588543485853999,1.6221147566848517e-25
"ACKLAND R, 2006, INT SUNB SOC NETW C, V0, P0",3,0.0018337408312958435,0.0,0.11430168085421387,0.0004800637784973556
"BLOW M, 2009, NY TIMES 0724, V0, P0",1,0.0006112469437652812,0.0,0.10174262193389418,4.369621348220242e-05
"ROMNEY AK, 1982, SOC NETWORKS, V4, P285, DOI 10.1016/0378-8733(82)90015-6",9,0.005501222493887531,0.0018102107773789982,0.09120935728530556,0.010517811512605049
"Preciado P, 2012, SOC NETWORKS, V34, P18, DOI 10.1016/j.socnet.2011.01.002",9,0.005501222493887531,0.00032474447198072297,0.11474346528478181,4.954315327350467e-05
"Fischer CS, 2020, SOC NETWORKS, V61, P78, DOI 10.1016/j.socnet.2019.08.008",15,0.009168704156479218,0.0008842152952093608,0.09159309149228376,3.6409063002527576e-07
"WHITE DR, 1983, SOC NETWORKS, V5, P143",1,0.0006112469437652812,0.0,0.0939110148199259,8.41740881544783e-05
"Vu DQ, 2013, ANN APPL STAT, V7, P1010, DOI 10.1214/12-AOAS617",3,0.0018337408312958435,0.0018901923839004658,0.10141611869580405,7.782898784812537e-06
"Heaney MT, 2014, SOC NETWORKS, V36, P66, DOI 10.1016/j.socnet.2012.11.003",13,0.007946210268948655,0.023457772151350777,0.13307249478422534,5.1931934089297415e-05
"Burt RS, 1985, P100 COL U CTR SOC S, V0, P0",3,0.0018337408312958435,0.003431510515843366,0.09097220787459068,0.0028969240146631487
"Sentse M, 2013, AGGRESSIVE BEHAV, V39, P229, DOI 10.1002/ab.21469",4,0.0024449877750611247,3.402646188481169e-05,0.12344754367458001,5.103658995599015e-05
"R Core Team, 2022, COMPUTER SOFTWARE, V0, P0",1,0.0006112469437652812,0.0,0.0880927710279172,3.088370597386e-08
"Butts CT, 2017, COMPUT SOC SCI, V0, PP51, DOI 10.1007/978-3-319-48941-4_4",6,0.003667481662591687,0.0032414013942726,0.09921811895903049,2.2907891885934733e-07
"Andersen PA, 1998, HANDBOOK OF COMMUNICATION AND EMOTION: RESEARCH, V0, P0",0,0.0,0.0,0.0,1.304488961016322e-294
"Akerlof GA, 2002, J ECON LIT, V40, P1167, DOI 10.1257/002205102762203585",0,0.0,0.0,0.0,1.304488961016322e-294
"ATKIN RH, 1975, INT J MAN MACH STUD, V7, P727, DOI 10.1016/S0020-7373(75)80035-6",1,0.0006112469437652812,0.0,0.0006112469437652812,2.3601484716108725e-219
"Berkman L, 2000, SOCIAL EPIDEMIOLOGY P, V0, P416",3,0.0018337408312958435,0.0,0.0018337408312958435,4.2701019130950246e-144
"Takhteyev Y, 2012, SOC NETWORKS, V34, P73, DOI 10.1016/j.socnet.2011.05.006",4,0.0024449877750611247,0.0,0.09901755676182201,1.2957452873887246e-06
"BURT RS, 1980, ANNU REV SOCIOL, V6, P79, DOI 10.1146/annurev.so.06.080180.000455",34,0.02078239608801956,0.0543900654112555,0.09208381488875524,0.25428962601903715
"EVERETT MG, 1982, SOC NETWORKS, V4, P147, DOI 10.1016/0378-8733(82)90030-2",0,0.0,0.0,0.0,1.304488961016322e-294
"Anderson C, 2006, LONG TAIL WHY FUTURE, V0, P0",3,0.0018337408312958435,9.221267723710006e-05,0.11550102647977684,0.00030033354906064527
"Simpson B, 2015, ANNU REV SOCIOL, V41, P43, DOI 10.1146/annurev-soc-073014-112242",2,0.0012224938875305623,0.0,0.0012224938875305623,2.487448444635781e-175
"CARLEY K, 1986, J MATH SOCIOL, V12, P137, DOI 10.1080/0022250X.1986.9990010",10,0.006112469437652812,1.1072355081881455e-05,0.09992653066110435,0.010849838765041055
"BORGATTI SP, 1994, SOC NETWORKS, V16, P43, DOI 10.1016/0378-8733(94)90010-8",5,0.003056234718826406,0.0,0.11325776954930256,0.00018630474626740514
"*EV SUTH COMP CORP, 1982, PS 300 US MAN, V0, P0",2,0.0012224938875305623,0.0,0.0862697874781144,0.00022638994338853913
"Smith S, 2014, SOC NETWORKS, V39, P33, DOI 10.1016/j.socnet.2014.04.003",2,0.0012224938875305623,0.0,0.11544658338457071,3.836784647454401e-06
"Enders W, 2007, J CONFLICT RESOLUT, V51, P33, DOI 10.1177/0022002706296155",2,0.0012224938875305623,0.0,0.08806109722260379,2.7990907597505924e-06
"BEARDEN J, 1975, 1975 ANN M AM SOC AS, V0, P0",2,0.0012224938875305623,0.0,0.05847437666237716,0.0007481974993596728
"SEIDMAN SB, 1978, SOC NETWORKS, V1, P65, DOI 10.1016/0378-8733(78)90013-8",5,0.003056234718826406,4.486216101029587e-06,0.003056234718826406,4.2473624059545257e-137
"BREIGER RL, 1986, SOC NETWORKS, V8, P215, DOI 10.1016/0378-8733(86)90006-7",16,0.009779951100244499,0.01693901681442077,0.10898650646361853,0.008226246257679306
"Unknown -, 2021, WELC CASS FRIENDS, V0, P0",2,0.0012224938875305623,0.0,0.08810069303970026,1.8352444032815182e-05
"Boster JS, 1985, DIRECTIONS IN COGNITIVE ANTHROPOLOGY, V0, P0",3,0.0018337408312958435,0.0,0.087942523034243,0.0023092873498531097
"BERNINGHAUS SK, 2005, NETWORK EXPT CONTINU, V0, P0",1,0.0006112469437652812,0.0,0.07770918589684041,1.654944448251305e-07
"Cook KS, 1982, SOCIAL STRUCTURE NET, V0, P177",6,0.003667481662591687,0.0,0.0046225550122249385,5.415708530176025e-66
"BREWER DD, 1999, SOC APPL RES MEM COG, V0, P0",3,0.0018337408312958435,0.0,0.10992815379280374,1.1027497173917228e-06
"Hipp JR, 2007, AM SOCIOL REV, V72, P659, DOI 10.1177/000312240707200501",5,0.003056234718826406,2.1223614941087417e-05,0.0993388467452309,3.6805793447865195e-05
"BREIGER RL, 1975, J MATH PSYCHOL, V12, P328, DOI 10.1016/0022-2496(75)90028-0",0,0.0,0.0,0.0,1.304488961016322e-294
"Unknown -, 2006, METHODOLOGY, V0, P0",10,0.006112469437652812,0.0005621319589598958,0.10577409917960127,0.00022554577810316462
"Wimmer A, 2010, AM J SOCIOL, V116, P583, DOI 10.1086/653658",5,0.003056234718826406,0.0003072912937300091,0.1014476241691485,5.819605207195773e-06
"Morgan DL, 1997, SOC NETWORKS, V19, P9, DOI 10.1016/S0378-8733(96)00288-2",6,0.003667481662591687,0.0,0.100717560049498,1.68318483061729e-06
"Ryan L, 2018, SOC NETWORKS, V53, P148, DOI 10.1016/j.socnet.2017.03.003",2,0.0012224938875305623,8.32571791100528e-05,0.08061217037780524,9.574558192975378e-09
"Bastin G, 2018, REV FR SOCIOL, V59, P375, DOI 10.3917/rfs.593.0375",4,0.0024449877750611247,0.0062076212838576865,0.09652016813807557,1.0492326479227196e-07
"BONACICH P, 1991, UNPUB CORE KERNEL SH, V0, P0",1,0.0006112469437652812,0.0,0.00117547489185631,1.2465653147095692e-154
"Paik A, 2013, AM SOCIOL REV, V78, P339, DOI 10.1177/0003122413482919",14,0.008557457212713936,0.016302136192248854,0.12475228659129849,2.7886311674159013e-05
"BORGATTI SP, 1989, SOC NETWORKS, V11, P65, DOI 10.1016/0378-8733(89)90018-X",24,0.014669926650366748,0.06325020466770534,0.1315889464877726,0.0016479804095074048
"AGUIAR M, 2006, MEASURING TRENDS NAT, V0, P0",0,0.0,0.0,0.0,1.304488961016322e-294
"BERNARD RH, 1978, CONNECTION, V2, P15",5,0.003056234718826406,0.0,0.07964875663426561,0.0005863776244226998
"Znidarsic A, 2012, SOC NETWORKS, V34, P438, DOI 10.1016/j.socnet.2012.02.002",4,0.0024449877750611247,0.0006316344243428477,0.11784911663676977,7.873171382498429e-06
"BARR JK, 1992, AM J PUBLIC HEALTH, V82, P225, DOI 10.2105/AJPH.82.2.225",5,0.003056234718826406,0.0,0.004889975550122249,8.871526121050771e-26
"ANSELIN Luc, 1998, HANDBOOK OF APPLIED ECONOMIC STATISTICS, V0, P0",4,0.0024449877750611247,0.0,0.10010010285087025,1.977773269418905e-07
"Yen TJ, 2016, SOC NETWORKS, V45, P78, DOI 10.1016/j.socnet.2015.12.001",3,0.0018337408312958435,0.00011800839404797167,0.09921811895903049,2.396036819021971e-07
"Campana P, 2012, TRENDS ORGAN CRIME, V15, P13, DOI 10.1007/s12117-011-9131-3",8,0.004889975550122249,0.0025088665076552605,0.09724833299597647,1.8951631036118498e-06
"ADAMS AM, 2004, POWER WOMENS INFORMA, V0, P0",4,0.0024449877750611247,0.0,0.09913779666074349,8.922682833767006e-06
"Aitkin M, 2014, SOC NETWORKS, V38, P74, DOI 10.1016/j.socnet.2014.03.002",2,0.0012224938875305623,0.0,0.09582156754709184,7.673756494731998e-08
"BAUDET H, 1983, NEDERLANDSE BELANG B, V0, P0",2,0.0012224938875305623,0.0,0.0012224938875305623,2.487448444635781e-175
"Lazega E, 2008, SOC NETWORKS, V30, P159, DOI 10.1016/j.socnet.2008.02.001",8,0.004889975550122249,0.00033078717648771493,0.1268357983689108,0.00012090014877537505
"MANDEL MJ, 1983, AM SOCIOL REV, V48, P376, DOI 10.2307/2095229",4,0.0024449877750611247,3.6887501414441876e-05,0.09557850796111873,0.001097254817382549
"BEARMAN P, 2003, M AM SOC ASS ATL GA, V0, P0",3,0.0018337408312958435,0.0,0.10992815379280374,1.1027497173917228e-06
"*HKAPS, 2001, REP SOC TREND HONG K, V0, P0",5,0.003056234718826406,0.0,0.08454990132057194,1.193592897217645e-07
"Kossinets G, 2006, SOC NETWORKS, V28, P247, DOI 10.1016/j.socnet.2005.07.002",8,0.004889975550122249,0.009629218159905322,0.11793423698103611,0.00029610266665811014
"BONACICH P, 1979, SOCIOLOGICAL METHODO, V0, P0",2,0.0012224938875305623,0.0,0.0765016169452965,0.0007529302307984128
"BLAU J, 1979, UNPUB WEAK TIES ARE, V0, P0",6,0.003667481662591687,0.0,0.08150413532458128,0.0013404120375426288
"Barabási AL, 2009, SCIENCE, V325, P412, DOI 10.1126/science.1173299",5,0.003056234718826406,0.0,0.10736215962755803,0.0003212306507464903
"Krivitsky PN, 2022, ARXIV, V0, P0",4,0.0024449877750611247,0.0015430388890135358,0.07953882492501965,4.626150628451908e-09
"HUMMON NP, 1990, SOC NETWORKS, V12, P273, DOI 10.1016/0378-8733(90)90011-W",6,0.003667481662591687,0.0006845938955188857,0.10508202366206876,0.0004780199950074555
"Baerveldt C, 2008, CAN J CRIMINOL CRIM, V50, P559, DOI 10.3138/cjccj.50.5.559",12,0.007334963325183374,0.00038882694296272976,0.11736907950179311,0.00044982705292792547
"Handcock MS, 2004, THEOR POPUL BIOL, V65, P413, DOI 10.1016/j.tpb.2003.09.006",3,0.0018337408312958435,5.838178885760333e-05,0.11374430588662106,0.00018063212505233496
"BURT RS, 1989, AM J SOCIOL, V95, P723, DOI 10.1086/229331",4,0.0024449877750611247,0.0,0.10336354785835272,0.00012118680901001385
"LOVELY RH, 1993, 9TH INT C AIDS, V2, P1560",0,0.0,0.0,0.0,1.304488961016322e-294
"Arseneault L, 2010, PSYCHOL MED, V40, P717, DOI 10.1017/S0033291709991383",5,0.003056234718826406,0.0020462952525402847,0.12252122393715197,9.634952750520947e-05
"BLAU PM, 1977, AM J SOCIOL, V83, P26",6,0.003667481662591687,0.0023152626721884943,0.08260368521091628,0.04065492625553261
"Behtoui A, 2008, J ETHN MIGR STUD, V34, P411, DOI 10.1080/13691830701880251",4,0.0024449877750611247,0.0,0.07572110887320042,3.7947548736403155e-09
"Vörös A, 2017, SOC NETWORKS, V49, P93, DOI 10.1016/j.socnet.2017.01.002",9,0.005501222493887531,0.0139197299078614,0.12050180893006975,9.157013802524848e-06
"Caimo A, 2011, SOC NETWORKS, V33, P41, DOI 10.1016/j.socnet.2010.09.004",16,0.009779951100244499,0.0023154677582241153,0.1254873455362453,8.074547771954417e-05
"Valenzuela S, 2009, J COMPUT-MEDIAT COMM, V14, P875, DOI 10.1111/j.1083-6101.2009.01474.x",6,0.003667481662591687,0.0002870171583813435,0.10962064525024807,7.580048218743031e-06
"ABBOTT A, 1999, DEPT DISCIPLINE, V0, P0",6,0.003667481662591687,0.0,0.11738314241570419,1.7596880023720693e-05
"Borgatti SP, 1999, SOC NETWORKS, V21, P375",5,0.003056234718826406,0.006543890399140725,0.10160544561309554,1.5472208628544086e-07
"Stadel M, 2022, SOC NETWORKS, V70, P16, DOI 10.1016/j.socnet.2021.10.007",5,0.003056234718826406,4.198930148567489e-05,0.10061412207060358,4.6441676627356744e-07
"Lazega E, 2012, SOC NETWORKS, V34, P323, DOI 10.1016/j.socnet.2009.12.001",5,0.003056234718826406,8.861116579743681e-05,0.11876345091544031,0.00010155159198587314
"Kadushin Charles, 2012, UNDERSTANDING SOCIAL NETWORKS: THEORIES, V0, P0",3,0.0018337408312958435,0.0028330454678001838,0.09884771532655302,8.521806577288787e-07
"BISCHOF N, 1989, RATSEL ODIPUS BIOL W, V0, P0",2,0.0012224938875305623,0.0,0.0012224938875305623,2.487448444635781e-175
"Häussler T, 2017, INT J COMMUN-US, V11, P3096",2,0.0012224938875305623,0.0,0.10600299790104599,1.1413231068357087e-06
"Smith JA, 2017, SOC NETWORKS, V48, P78, DOI 10.1016/j.socnet.2016.04.005",7,0.004278728606356968,0.008251328233370537,0.11178453977652524,2.7182312638647356e-06
"( UNAIDS, 2021, UNP ON H. UNAIDS DATA 2021, V0, P0",3,0.0018337408312958435,0.0,0.0018337408312958435,4.2701019130950246e-144
"*NEW YORK CIT DEP, 1993, COMM DISTR NEEDS FIS, V0, P0",2,0.0012224938875305623,0.0,0.08660534888626831,9.87107703559883e-09
"Unknown -, 2004, WOMEN HEALTH, V0, P0",3,0.0018337408312958435,0.0,0.0911245192634608,5.241213333733655e-06
"Bernard HRussell, 1989, SMALL WORLD, V0, P0",4,0.0024449877750611247,0.0,0.08928907278540531,1.4697157758880776e-07
"Aberson CL, 2009, EUR J SOC PSYCHOL, V39, P808, DOI 10.1002/ejsp.582",0,0.0,0.0,0.0,1.304488961016322e-294
"Burt RS, 2019, ENTREP THEORY PRACT, V43, P19, DOI 10.1177/1042258718783514",1,0.0006112469437652812,0.0,0.1095226055451612,1.2638560616621776e-06
"HUNTER JE, 1974, SOC FORCES, V52, P321, DOI 10.2307/2576887",2,0.0012224938875305623,0.0,0.0684611954298719,0.0008327354783240092
"Cepic D, 2020, SOC NETWORKS, V62, P33, DOI 10.1016/j.socnet.2020.02.003",1,0.0006112469437652812,0.0,0.06617668917869948,5.000448803892491e-11
"Gallupe O, 2019, J QUANT CRIMINOL, V35, P313, DOI 10.1007/s10940-018-9384-y",4,0.0024449877750611247,0.00040316206788747124,0.08702848952664716,3.324541069269605e-09
"Baerveldt C, 2004, SOC NETWORKS, V26, P55, DOI 10.1016/j.socnet.2004.01.003",4,0.0024449877750611247,4.3904912895333713e-05,0.11512099960064243,0.0003662826743352456
"BOSTER JS, 1987, SOC NETWORKS, V9, P375, DOI 10.1016/0378-8733(87)90005-0",1,0.0006112469437652812,0.0,0.09614128622193004,0.0009829190036757445
"McAndrew FT, 2007, J APPL SOC PSYCHOL, V37, P1562, DOI 10.1111/j.1559-1816.2007.00227.x",8,0.004889975550122249,0.0003028146274313046,0.1183759916144837,0.0002650788376642211
"ALLEN MP, 1982, SOC NETWORKS, V4, P349, DOI 10.1016/0378-8733(82)90018-1",6,0.003667481662591687,0.0,0.0046225550122249385,5.415708530176025e-66
"Brusco MJ, 2009, J MATH PSYCHOL, V53, P577, DOI 10.1016/j.jmp.2009.08.003",4,0.0024449877750611247,0.0,0.0991980261848387,2.143690171751955e-05
"Everett M, 2005, SOC NETWORKS, V27, P31, DOI 10.1016/j.socnet.2004.11.007",10,0.006112469437652812,0.0007503815640084642,0.09757766002006643,0.0002103662199978203
"Mok D, 2010, URBAN STUD, V47, P2747, DOI 10.1177/0042098010377363",3,0.0018337408312958435,7.707308816586919e-05,0.10369175556747112,1.7979387607469015e-05
"BERGER CR, 1980, PROGR COMMUNICATION, V2, P0",8,0.004889975550122249,2.426290985212616e-05,0.0907026855477703,0.007212506390508737
"BRIDGES WP, 1986, AM SOCIOL REV, V51, P574, DOI 10.2307/2095589",4,0.0024449877750611247,0.0,0.10538723177726625,7.445748814477774e-06
"Burt RS, 1985, CONNECTIONS, V8, P119",5,0.003056234718826406,0.0,0.08211212024151095,3.62269605881001e-05
"Stark TH, 2012, SOCIOL EDUC, V85, P179, DOI 10.1177/0038040711427314",1,0.0006112469437652812,0.0,0.11008874104972098,7.69844592866471e-06
"Facchetti G, 2011, P NATL ACAD SCI USA, V108, P20953, DOI 10.1073/pnas.1109521108",3,0.0018337408312958435,0.0,0.10566002012526607,7.595911616190212e-07
"Doreian P, 2005, GENERALIZED BLOCKMODELING, V0, P0",11,0.006723716381418093,0.007923384200409181,0.11260686282775484,9.063184354674068e-05
"Matous P, 2019, SOC NETWORKS, V56, P10, DOI 10.1016/j.socnet.2018.08.002",3,0.0018337408312958435,0.0018899799143025603,0.09712300055531545,1.8496298193165373e-07
"*MASH, 2006, OLD PEOPL ISR, V0, P0",1,0.0006112469437652812,0.0,0.0006112469437652812,2.3601484716108725e-219
"Diviák T, 2022, SOC NETWORKS, V69, P160, DOI 10.1016/j.socnet.2019.10.002",10,0.006112469437652812,0.002168233323346553,0.09422715269803472,6.824718764277045e-08
"ANGON MAP, 1996, B ACAD INVEST CIENTI, V28, P19",2,0.0012224938875305623,0.0,0.0012224938875305623,2.487448444635781e-175
"Bainbridge WS, 1995, SOCIOL PERSPECT, V38, P483, DOI 10.2307/1389269",1,0.0006112469437652812,0.0,0.10594568039379984,2.259709318562207e-07
"*PRES REP, 1993, UN CRON PRES, V0, P0",3,0.0018337408312958435,0.0,0.0018337408312958435,4.2701019130950246e-144
"Entwisle B, 2007, AM J SOCIOL, V112, P1495, DOI 10.1086/511803",9,0.005501222493887531,0.0031838187138064455,0.10766894236745435,0.00031391665830459033
"Everett MG, 2016, SOC NETWORKS, V44, P202, DOI 10.1016/j.socnet.2015.09.001",5,0.003056234718826406,0.0,0.09942958556799625,1.4248604770280902e-06
"Baaz ME, 2018, REV AFR POLIT ECON, V45, P250, DOI 10.1080/03056244.2018.1451317",9,0.005501222493887531,7.13412002150256e-05,0.08864275304030646,5.2310703044396556e-08
"Bunting BP, 2000, DEVELOPMENTS IN SURVEY METHODOLOGY, V15, P37",0,0.0,0.0,0.0,1.304488961016322e-294
"Berle AdolfA, 1991, MODERN CORPORATION P, V0, P0",3,0.0018337408312958435,0.0009458438946337377,0.06878807095923796,0.013987483020008122
"Arabie P, 1996, CLUSTERING CLASSIFIC, V0, P0, DOI 10.1142/97898128321530010",0,0.0,0.0,0.0,1.304488961016322e-294
"de Klepper MC, 2017, J MANAGE STUD, V54, P1, DOI 10.1111/joms.12242",4,0.0024449877750611247,0.0,0.10909573570172239,1.761072241279808e-06
"Pallotti F, 2020, SOC NETWORKS, V0, P0",4,0.0024449877750611247,0.001425399491893072,0.10975573679156028,1.391383073289658e-06
"Kogovsek T, 2002, SOC NETWORKS, V24, P1, DOI 10.1016/S0378-8733(01)00047-8",12,0.007334963325183374,0.023995448768222776,0.10702203480461733,9.999800888605208e-06
"BERNARD HR, 1991, SOC SCI RES, V20, P109",13,0.007946210268948655,4.2992904301533535e-06,0.007451391314471999,2.1685414201649817e-25
"Snijders TAB, 2013, SOC NETWORKS, V35, P265, DOI 10.1016/j.socnet.2012.05.005",18,0.011002444987775062,0.0139611423976542,0.1385489614766606,0.0002816077929202315
"Volker B, 2020, NETW SCI, V8, P313, DOI 10.1017/nws.2020.26",0,0.0,0.0,0.0,1.304488961016322e-294
