Document Type,Authors,Title,Journal,Year,Citations,Keywords,DOI,Affiliations,References
J,"['Totterdell, P']",Social networkers: Measuring and examining individual differences in,SOCIAL NETWORKS,2008,87,"['Individual difference; Employee network; Expertise; Advice; Well-being', 'STRUCTURAL HOLES; MENTAL-HEALTH; PERSONALITY; TIES; SUPPORT;']",10.1016/j.socnet.2008.04.003,"['Totterdell, P (corresponding author), Univ Sheffield, Inst Work Psychol, Sheffield S10 2TN, S Yorkshire, England.']","['[Anonymous], 2002, HARVARD MA ANAL TECH']"
J,"['Kadushin, C']",The motivational foundation of social networks,SOCIAL NETWORKS,2002,87,"['social networks; motivation; cohesion; structural holes; community', 'EMBEDDEDNESS; PSYCHOLOGY; EXCHANGE']",10.1016/S0378-8733(01)00052-1,"['Brandeis Univ, Waltham, MA 02254 USA.']","['[Anonymous], 1950, The Human Group']"
J,"['Smith, S']",Ethnic ingroup friendships in schools: Testing the by-product hypothesis,SOCIAL NETWORKS,2014,86,"['Ethnicity; Friendship network; Adolescent; Multilevel p(2) model; Europe', 'IMMIGRANTS; NETWORK; MODELS; GENDER; CHOICE; DELINQUENCY; SEGREGATION;']",10.1016/j.socnet.2014.04.003,"['Smith, S (corresponding author), Univ Utrecht, Dept Sociol ICS, Padualaan 14, NL-3584 CH Utrecht, Netherlands.']","['Algan Y, 2010, ECON J, V120, pF4, DOI 10.1111/j.1468-0297.2009.02338.x']"
J,"['Borgatti, SP']",Toward ethical guidelines for network research in organizations,SOCIAL NETWORKS,2005,86,['social networks; ethics; organization; IRB'],10.1016/j.socnet.2005.01.004,"['Boston Coll, Carroll Sch Management, Dept Org Studies, Fulton Hall,140 Commonwealth Ave, Chestnut Hill, MA 02467 USA.']","['[Anonymous], 2003, J. Appl. Behav. Sci, DOI [DOI 10.1177/0021886303258111, 10.1177/0021886303258111]']"
J,"['ROTHENBERG, RB']",CHOOSING A CENTRALITY MEASURE - EPIDEMIOLOGIC CORRELATES IN THE,SOCIAL NETWORKS,1995,86,['MODELS; AIDS'],10.1016/0378-8733(95)00267-R,"['ROTHENBERG, RB (corresponding author), EMORY UNIV,SCH MED,DEPT FAMILY & PREVENT MED,69 BUTLER ST SE,ATLANTA,GA 30303, USA.']","['ALTMANN M, 1993, SOC NETWORKS, V15, P1, DOI 10.1016/0378-8733(93)90019-H']"
J,"['Bilecen, B']",The missing link: Social network analysis in migration and,SOCIAL NETWORKS,2018,85,"['Social network analysis; Migration; Transnationalism; Personal networks', 'INTERNATIONAL MIGRATION; PERSONAL NETWORKS; IMMIGRANTS; MIGRANTS;']",10.1016/j.socnet.2017.07.001,"['Bilecen, B (corresponding author), Bielefeld Univ, Fac Sociol, POB 100131, D-33501 Bielefeld, Germany.']","['[Anonymous], 1969, SOCIAL NETWORKS URBA']"
J,"['Lindelauf, R']",The influence of secrecy on the communication structure of covert,SOCIAL NETWORKS,2009,85,"['Covert networks; Network design; Multi-objective optimization;', 'AL QAEDA; ORGANIZATION; TERRORISM']",10.1016/j.socnet.2008.12.003,"['Lindelauf, R (corresponding author), Netherlands Def Acad, POB 90002, NL-4800 PA Breda, Netherlands.']","['[Anonymous], 2003, MULTIOBJECTIVE OPTIM']"
J,"['ANDERSON, CJ']",BUILDING STOCHASTIC BLOCKMODELS,SOCIAL NETWORKS,1992,85,['STATISTICAL-ANALYSIS; CONTINGENCY-TABLES; MULTIPLE NETWORKS;'],10.1016/0378-8733(92)90017-2,"['ANDERSON, CJ (corresponding author), UNIV ILLINOIS,DEPT PSYCHOL,URBANA,IL 61801, USA.']","['BOORMAN SA, 1976, AM J SOCIOL, V81, P1384, DOI 10.1086/226228']"
J,"['Kirke, DM']","Chain reactions in adolescents' cigarette, alcohol and drug use:",SOCIAL NETWORKS,2004,84,"['chain reactions; adolescents; substance use; peer influence; peer', 'YOUTH']",10.1016/j.socnet.2003.12.001,"['Kirke, DM (corresponding author), Natl Univ Ireland, Dept Sociol, Maynooth, Kildare, Ireland.']","['[Anonymous], AM SOCIOLOGICAL REV']"
J,"['BORGATTI, SP']","LS SETS, LAMBDA SETS AND OTHER COHESIVE SUBSETS",SOCIAL NETWORKS,1990,84,['DEFINITION; CLIQUE'],10.1016/0378-8733(90)90014-Z,"['BORGATTI, SP (corresponding author), UNIV S CAROLINA,COLUMBIA,SC 29208, USA.']","['ALBA RD, 1973, J MATH SOCIOL, V3, P113, DOI 10.1080/0022250X.1973.9989826']"
J,"['WASSERMAN, S']",STOCHASTIC A POSTERIORI BLOCKMODELS - CONSTRUCTION AND ASSESSMENT,SOCIAL NETWORKS,1987,84,[],10.1016/0378-8733(87)90015-3,"['UNIV ILLINOIS, DEPT PSYCHOL, 603 E DANIEL ST, CHAMPAIGN, IL 61820 USA.']","['[Anonymous], CLUSTER ANAL ALGORIT']"
J,"['Bojanowski, M']",Measuring segregation in social networks,SOCIAL NETWORKS,2014,83,"['Social networks; Segregation; Homophily; Measurement', 'EXPONENTIAL FAMILY; MODELS; RACE']",10.1016/j.socnet.2014.04.001,"['Bojanowski, M (corresponding author), Univ Warsaw, Interdisciplinary Ctr Math & Computat Modelling I, Prosta 69, PL-00838 Warsaw, Poland.']","['Agresti A., 2002, CATEGORICAL DATA ANA']"
J,"['Poulin, R']",Dynamical systems to define centrality in social networks,SOCIAL NETWORKS,2000,83,['SEXUAL-CONTACT PATTERNS; PREDICTED DEMOGRAPHIC-IMPACT; TRANSMISSION'],10.1016/S0378-8733(00)00020-4,"['Univ Laval, Dept Social & Prevent Med, Quebec City, PQ G1K 7P4, Canada.']","['ALTMANN M, 1993, SOC NETWORKS, V15, P1, DOI 10.1016/0378-8733(93)90019-H']"
J,"['Lu, Y']",Social capital and economic integration of migrants in urban China,SOCIAL NETWORKS,2013,81,"['Social capital; Income inequality; Migration; China', 'LABOR-MARKET; RURAL MIGRANTS; MIGRATION; NETWORKS; EMPLOYMENT;']",10.1016/j.socnet.2013.04.001,"['Lu, Y (corresponding author), Columbia Univ, Dept Sociol, 501 Knox Hall, New York, NY 10027 USA.']","['Aguilera MB, 2003, SOC FORCES, V82, P671, DOI 10.1353/sof.2004.0001']"
J,"['Doreian, P']","Social context, spatial structure and social network structure",SOCIAL NETWORKS,2012,81,"['Social context; Spatial structure; Network structure', 'P-ASTERISK MODELS; LOGISTIC REGRESSIONS; LOGIT-MODELS; ORGANIZATION;']",10.1016/j.socnet.2010.09.002,"['Doreian, P (corresponding author), Univ Pittsburgh, Dept Sociol, 2602 WWPH, Pittsburgh, PA 15260 USA.']","['Allen T., 2006, The Organization and Architecture of Innovation']"
J,"['HUMMON, NP']",SOCIAL NETWORKS AS NORMAL SCIENCE,SOCIAL NETWORKS,1993,80,['COMMUNICATION'],10.1016/0378-8733(93)90022-D,"['HUMMON, NP (corresponding author), UNIV PITTSBURGH,DEPT SOCIOL,PITTSBURGH,PA 15260, USA.']","['Barnes JA, 1954, HUM RELAT, V7, P39, DOI 10.1177/001872675400700102']"
J,"['Merluzzi, J']",How many names are enough? Identifying network effects with the least,SOCIAL NETWORKS,2013,79,"['Name generators; Personal networks; Survey methods; Returns to brokerage', 'PERSONAL NETWORK; CENTRALITY MEASURES; RESPONDENT BURDEN; INNOVATION;']",10.1016/j.socnet.2013.03.004,"['Merluzzi, J (corresponding author), Tulane Univ, AB Freeman Sch Business, 7 McAlister Dr, New Orleans, LA 70118 USA.']","['Aldrich H., 1977, ACAD MANAGE REV, V2, P217, DOI [10.2307/257905, DOI 10.5465/AMR.1977.4409044]']"
J,"['Koskinen, J']",Modelling the evolution of a bipartite network-Peer referral in,SOCIAL NETWORKS,2012,79,"['Stochastic actor-oriented models; Bipartite graphs; Interlocking', 'DECISION-MAKING; TIES; INTERCORPORATE; INVOLVEMENT; DUALITY; CANADA']",10.1016/j.socnet.2010.03.001,"['Koskinen, J (corresponding author), Univ Oxford, Dept Polit & Int Relat, ReMiSS, Manor Rd, Oxford OX1 3UQ, England.', 'FINANC, V11, P175, DOI 10.1016/j.jcorpfin.2003.06.002']","['[Anonymous], 2005, Models and Methods in Social Network Analysis']"
J,"['Stephen, AT']",Explaining the power-law degree distribution in a social commerce,SOCIAL NETWORKS,2009,79,"['Network evolution; Preferential attachment; Clustering; Reciprocity;', 'PREFERENTIAL ATTACHMENT; MODELS; TRANSITIVITY; WEAK']",10.1016/j.socnet.2009.07.002,"['Stephen, AT (corresponding author), INSEAD, Blvd Constance, F-77305 Fontainebleau, France.']","['Anderson C., 2006, LONG TAIL WHY FUTURE']"
J,"['Degenne, A']",The dynamics of personal networks at the time of entry into adult life,SOCIAL NETWORKS,2005,79,['life cycle; networks; relationships'],10.1016/j.socnet.2004.11.002,"['Degenne, A (corresponding author), CNRS, Maison Rech Sci Humaines,Esplanade Paix, F-14032 Caen, France.']","['[Anonymous], 2002, J SOCIAL STRUCTURE']"
J,"['Straits, BC', 'R, 1988, PSYCHOL BULL, V103, P299, DOI 10.1037/0033-2909.103.3.299']",Ego's important discussants or significant people: an experiment in,SOCIAL NETWORKS,2000,79,['SOCIAL NETWORKS; CONTEXT; TIES; CORE'],10.1016/S0378-8733(00)00018-6,"['Straits, BC (corresponding author), Univ Calif Santa Barbara, Dept Sociol, Santa Barbara, CA 93106 USA.']","['Blau PM., 1977, Inequality and heterogeneity: A primitive theory of social structure']"
J,"['McMillan, C']","Peer influence, friend selection, and gender: How network processes",SOCIAL NETWORKS,2018,78,"['Peer influence; Friend selection; Gender differences; Adolescent', 'ALCOHOL-USE; SOCIAL NETWORKS; MENTAL-HEALTH; BEHAVIOR; SCHOOL; DYNAMICS;']",10.1016/j.socnet.2018.05.008,"['McMillan, C (corresponding author), Penn State Univ, Dept Sociol & Criminol, 211 Oswald Tower, University Pk, PA 16801 USA.']","['Akers R.L., 1973, Deviant behavior: A social learning approach']"
J,"['Shi, F']",Weaving the fabric of science: Dynamic network models of science's,SOCIAL NETWORKS,2015,78,"['Link prediction; Hypergraphs; Random walks; Multi-mode networks; Science', 'P-ASTERISK MODELS; COLLABORATION']",10.1016/j.socnet.2015.02.006,"['Evans, JA (corresponding author), Univ Chicago, Dept Sociol, 1411 E 54th Pl, Chicago, IL 60637 USA.']","['Adamic LA, 2003, SOC NETWORKS, V25, P211, DOI 10.1016/S0378-8733(03)00009-1']"
J,"['FISCHER, CS', 'PM, 1991, SOC FORCES, V69, P1037, DOI 10.2307/2579301']",NATIONAL DIFFERENCES IN NETWORK DENSITY - ISRAEL AND THE UNITED-STATES,SOCIAL NETWORKS,1995,78,['SUPPORT'],10.1016/0378-8733(94)00251-5,"['FISCHER, CS (corresponding author), UNIV CALIF BERKELEY,BERKELEY,CA 94720, USA.']","['[Anonymous], 1969, SOCIAL NETWORKS URBA']"
J,"['BREIGER, RL']",CUMULATED SOCIAL ROLES - THE DUALITY OF PERSONS AND THEIR ALGEBRAS,SOCIAL NETWORKS,1986,78,[],10.1016/0378-8733(86)90006-7,"['BREIGER, RL (corresponding author), CORNELL UNIV,DEPT SOCIOL,ITHACA,NY 14853, USA.']","['[Anonymous], SOCIOLOGICAL METHODO']"
J,"['KILLWORTH, PD']",INFORMANT ACCURACY IN SOCIAL NETWORK DATA-III - COMPARISON OF TRIADIC,SOCIAL NETWORKS,1979,78,"['RG, 1974, MEASUREMENT SOCIAL S']",10.1016/0378-8733(79)90009-1,"['KILLWORTH, PD (corresponding author), UNIV CAMBRIDGE,DEPT APPL MATH,CAMBRIDGE,ENGLAND.']","['[Anonymous], 1969, THESIS CORNELL U']"
J,"['Spiro, ES']",Extended structures of mediation: Re-examining brokerage in dynamic,SOCIAL NETWORKS,2013,77,"['Brokerage; Social processes; Structural theory; Social networks;', 'INTERORGANIZATIONAL COLLABORATION; POWER; CENTRALITY; FOUNDATIONS;']",10.1016/j.socnet.2013.02.001,"['Spiro, ES (corresponding author), 3151 Social Sci Plaza A, Irvine, CA 92697 USA.']","['Adamic L. A., 2005, LINKKDD 05 P 3 INT W, P36, DOI [DOI 10.1145/1134271.1134277, 10.1145/1134271.1134277]']"
J,"['Kadushin, C']",Who benefits from network analysis: ethics of social network research,SOCIAL NETWORKS,2005,77,"['social network research; social research methods; ethics; institutional', 'ELITE; CIRCLES; SYSTEM']",10.1016/j.socnet.2005.01.005,"['Kadushin, C (corresponding author), Brandeis Univ, Cohen Ctr Modern Jewish Studies, Waltham, MA 02154 USA.']","['ALBA RD, 1972, BEHAV SCI, V17, P326']"
J,"['van den Brink, R']",Measuring domination in directed networks,SOCIAL NETWORKS,2000,77,['CENTRALITY; BETWEENNESS; GRAPHS'],10.1016/S0378-8733(00)00019-8,"['van den Brink, R (corresponding author), Tilburg Univ, Dept Econometr, POB 90153, NL-5000 LE Tilburg, Netherlands.']","['Behzad M., 1979, GRAPHS DIGRAPHS']"
J,"['Suitor, JJ']","It's about time: How, why, and when networks change",SOCIAL NETWORKS,1997,77,[],10.1016/S0378-8733(96)00287-0,"['Suitor, JJ (corresponding author), LOUISIANA STATE UNIV,DEPT SOCIOL,BATON ROUGE,LA 70803, USA.']","['FELD SL, 1981, AM J SOCIOL, V86, P1015, DOI 10.1086/227352']"
J,"['BOLLAND, JM']",SORTING OUT CENTRALITY - AN ANALYSIS OF THE PERFORMANCE OF 4 CENTRALITY,SOCIAL NETWORKS,1988,76,[],10.1016/0378-8733(88)90014-7,"['BOLLAND, JM (corresponding author), UNIV ALABAMA,INST SOCIAL SCI RES,POB 587,TUSCALOOSA,AL 35487, USA.']","['[Anonymous], 1986, Sociol. Methodol, DOI [10.2307/270918, DOI 10.2307/270918]']"
J,"['Small, ML']",How stable is the core discussion network?,SOCIAL NETWORKS,2015,75,"['Core discussion network; Network evolution; Strong ties; Opportunities;', 'SOCIAL NETWORKS; PERSONAL RELATIONSHIPS; NAME GENERATOR; MIXED METHODS;']",10.1016/j.socnet.2014.09.001,"['Small, ML (corresponding author), Dept Sociol, 33 Kirkland St,William James Hall, Cambridge, MA 02137 USA.']","['[Anonymous], 1954, Freedom and Control in Modern Society, DOI DOI 10.1007/978-3-658-21742-676']"
J,"['Kadushin, C', 'EC RES G']",Too much investment in social capital?,SOCIAL NETWORKS,2004,75,[],10.1016/j.socnet.2004.01.009,"['Brandeis Univ, Cohen Ctr Modern Jewish Studies, Waltham, MA 02154 USA.']","['Adler PaulS., 2002, ACAD MANAGE REV, V27, P17, DOI DOI 10.2307/4134367']"
J,"['Batagelj, V']",A subquadratic triad census algorithm for large sparse networks with,SOCIAL NETWORKS,2001,75,['large networks; triad census; algorithm'],10.1016/S0378-8733(01)00035-1,"['Batagelj, V (corresponding author), Univ Ljubljana, FMF, Dept Math, Jadranska 19, Ljubljana 1000, Slovenia.']","['[Anonymous], 1998, Connections']"
J,"['Stoloff, JA']",Women's participation in the labor force: the role of social networks,SOCIAL NETWORKS,1999,75,['JOB SEARCH; WEAK-TIES; EMPLOYMENT; RESOURCES; WORK; ATTAINMENT;'],10.1016/S0378-8733(99)00003-9,"['Stoloff, JA (corresponding author), Univ N Carolina, Dept Sociol, CB 3210, Chapel Hill, NC 27599 USA.']","['[Anonymous], 1995, GETTING JOB STUDY CO']"
J,"['Fransen, K']",Who takes the lead? Social network analysis as a pioneering tool to,SOCIAL NETWORKS,2015,74,"['Athlete leadership; Informal leadership; Team captain; Peer leaders;', 'SPORT', 'PEER LEADERSHIP; COACH; BEHAVIORS; PERCEPTIONS; PERFORMANCE; CONFIDENCE;']",10.1016/j.socnet.2015.04.003,"['Fransen, K (corresponding author), Katholieke Univ Leuven, Dept Kinesiol, Tervuursevest 101,Box 1500, B-3001 Leuven, Belgium.']","['Amorose A.J., 2007, INTRINSIC MOTIVATION, P209, DOI [10.5040/9781718206632.ch-014, DOI 10.5040/9781718206632.CH-014]']"
J,"['Brashears, ME']",The microstructures of network recall: How social networks are encoded,SOCIAL NETWORKS,2015,74,"['Memory; Cognition; Experiment; Social brain hypothesis; ERGM', 'INDIVIDUAL-DIFFERENCES; WORKING-MEMORY; NEOCORTEX SIZE; NEURAL BASIS;']",10.1016/j.socnet.2014.11.003,"['Brashears, ME (corresponding author), Cornell Univ, Dept Sociol, Uris Hall, Ithaca, NY 14853 USA.']","['[Anonymous], 1954, Freedom and Control in Modern Society, DOI DOI 10.1007/978-3-658-21742-676']"
J,"['Wang, P']",Exponential random graph model specifications for bipartite networks A,SOCIAL NETWORKS,2013,74,"['Exponential random graph models; Bipartite networks; Dependence', 'P-ASTERISK MODELS']",10.1016/j.socnet.2011.12.004,"['Wang, P (corresponding author), Univ Melbourne, Melbourne, Vic 3010, Australia.']","['Agneessens F., 2004, Metodoloski zvezki, V1, P419']"
J,"['BORGATTI, SP']",2 ALGORITHMS FOR COMPUTING REGULAR EQUIVALENCE,SOCIAL NETWORKS,1993,74,['NETWORKS'],10.1016/0378-8733(93)90012-A,"['BORGATTI, SP (corresponding author), UNIV S CAROLINA,DEPT SOCIOL,COLUMBIA,SC 29208, USA.']","['[Anonymous], 1971, SOC NETW']"
J,"['FRANK, O']",SAMPLING AND ESTIMATION IN LARGE SOCIAL NETWORKS,SOCIAL NETWORKS,1978,74,[],10.1016/0378-8733(78)90015-1,"['FRANK, O (corresponding author), UNIV LUND,DEPT STAT,S-22005 LUND,SWEDEN.']","['Bloemena AR, 1964, Sampling from a graph']"
J,"['Boda, Z']",Inter-ethnic friendship and negative ties in secondary school,SOCIAL NETWORKS,2015,73,"['Adolescents; Social identity theory; Friendships; Negative ties;', 'SOCIAL IDENTITY; SELF-CATEGORIZATION; INTERGROUP BEHAVIOR; NETWORKS;']",10.1016/j.socnet.2015.03.004,"['Boda, Z (corresponding author), Univ Oxford Nuffield Coll, New Rd, Oxford OX1 1NF, England.']","['Allport G. W., 1954, NATURE PREJUDICE']"
J,"['Viry, G']",Residential mobility and the spatial dispersion of personal networks:,SOCIAL NETWORKS,2012,73,"['Personal network analysis; Geographical distance; Residential mobility;', 'FOR, P407', 'TRANSNATIONAL PROFESSIONALS; FRIENDSHIP NETWORKS; GEOGRAPHIC-MOBILITY;']",10.1016/j.socnet.2011.07.003,"['Viry, G (corresponding author), Univ Geneva, Dept Sociol, 40 Bd Pont Arve, CH-1211 Geneva 4, Switzerland.']","['Aldenderfer MA., 1984, Cluster Analysis']"
J,"['Feld, SL']",Detecting measurement bias in respondent reports of personal networks,SOCIAL NETWORKS,2002,73,"['sociometric data; social network analysis; measurement; network size', 'SOCIAL NETWORKS; INFORMANT ACCURACY; SUPPORT; RESOURCES']",10.1016/S0378-8733(02)00013-8,"['Feld, SL (corresponding author), Louisiana State Univ, Dept Sociol, Baton Rouge, LA 70803 USA.']","['ALEXANDER CN, 1963, SOCIOMETRY, V26, P268, DOI 10.2307/2785912']"
J,"['Batagelj, V']",Some analyses of Erdos collaboration graph,SOCIAL NETWORKS,2000,73,[],10.1016/S0378-8733(00)00023-X,"['Batagelj, V (corresponding author), Univ Ljubljana, Dept Math, FMF, Jadranska 19, Ljubljana 1000, Slovenia.']","['[Anonymous], 1998, Connections']"
J,"['Freeman, LC']",Exploring social structure using dynamic three-dimensional color images,SOCIAL NETWORKS,1998,73,['SEX-DIFFERENCES; NETWORKS'],10.1016/S0378-8733(97)00016-6,"['Freeman, LC (corresponding author), Univ Calif Irvine, Sch Social Sci, Irvine, CA 92697 USA.']","['[Anonymous], KRACKPLOT 3 0 USERS']"
J,"['MARSDEN, PV', 'B, 1990, SOCIAL NETWORK RES S, P121']",THE RELIABILITY OF NETWORK DENSITY AND COMPOSITION MEASURES,SOCIAL NETWORKS,1993,73,['GENERAL SOCIAL SURVEY; STRENGTH; TIE'],10.1016/0378-8733(93)90014-C,"['MARSDEN, PV (corresponding author), HARVARD UNIV,CAMBRIDGE,MA 02138, USA.']","['BIEN W, 1991, SOC NETWORKS, V13, P75, DOI 10.1016/0378-8733(91)90014-K']"
J,"['BATAGELJ, V']",DIRECT AND INDIRECT METHODS FOR STRUCTURAL EQUIVALENCE,SOCIAL NETWORKS,1992,73,['SOCIAL NETWORK'],10.1016/0378-8733(92)90014-X,"['BATAGELJ, V (corresponding author), EDVARD KARDELJ UNIV,INST MATH PHYS & MECH,DEPT MATH,JADRANSKA 19,YU-61111 LJUBLJANA,YUGOSLAVIA.']","['ARABIE P, 1978, J MATH PSYCHOL, V17, P21, DOI 10.1016/0022-2496(78)90034-2']"
J,"['FRIEDKIN, NE']",AN EXPECTED VALUE MODEL OF SOCIAL POWER - PREDICTIONS FOR SELECTED,SOCIAL NETWORKS,1992,72,['CENTRALITY'],10.1016/0378-8733(92)90002-O,"['FRIEDKIN, NE (corresponding author), UNIV CALIF SANTA BARBARA,GRAD SCH EDUC,DEPT MINATO KU,SANTA BARBARA,CA 93106, USA.']","['Cook K. S., 1987, Social exchange theory']"
J,"['Vermeij, L']",Ethnic segregation in context: Social discrimination among native Dutch,SOCIAL NETWORKS,2009,71,"['Classroom composition; Inter-ethnic relationships; Multilevel p(2)', 'CLASSROOM RACIAL COMPOSITION; FRIENDSHIP SEGREGATION; NETWORKS; SCHOOL;']",10.1016/j.socnet.2009.06.002,"['Vermeij, L (corresponding author), Netherlands Inst Social Res, POB 16164, NL-2500 BD The Hague, Netherlands.']","['[Anonymous], 2011, Multilevel Analysis: An Introduction to Basic and Advanced Multilevel Modeling']"
J,"['Boyd, JP']",Computing core/periphery structures and permutation tests for social,SOCIAL NETWORKS,2006,71,"['core; periphery; permutation test; algorithm', 'EQUIVALENCE']",10.1016/j.socnet.2005.06.003,"['Boyd, JP (corresponding author), Univ Calif Irvine, Irvine, CA 92697 USA.']","['Aarts E., 1997, LOCAL SEARCH COMBINA, P1']"
J,"['Killworth, PD']",A social network approach to estimating seroprevalence in the United,SOCIAL NETWORKS,1998,71,['HIV-INFECTION; EPIDEMIC; NUMBER; SIZE'],10.1016/S0378-8733(96)00305-X,"['Killworth, PD (corresponding author), Southampton Oceanog Ctr, Empress Dock, Southampton SO14 3ZH, Hants, England.']","['ALTMAN R, 1992, J ACQ IMMUN DEF SYND, V5, P7']"
J,"['FAUST, K']",COMPARISON OF METHODS FOR POSITIONAL ANALYSIS - STRUCTURAL AND GENERAL,SOCIAL NETWORKS,1988,71,[],10.1016/0378-8733(88)90002-0,"['FAUST, K (corresponding author), UNIV S CAROLINA,DEPT SOCIOL,COLUMBIA,SC 29208, USA.']","['ARABIE P, 1978, J MATH PSYCHOL, V17, P21, DOI 10.1016/0022-2496(78)90034-2']"
J,"['ROMNEY, AK']",PREDICTING INFORMANT ACCURACY FROM PATTERNS OF RECALL AMONG INDIVIDUALS,SOCIAL NETWORKS,1984,71,[],,"['ROMNEY, AK (corresponding author), UNIV CALIF IRVINE,SCH SOCIAL SCI,IRVINE,CA 92717, USA.']","['Bernard H.R., 1977, HUMAN COMMUNICATIONS, V4, P3, DOI [10.1111/j.1468-2958.1977.tb00591.x, DOI 10.1111/J.1468-2958.1977.TB00591.X]']"
J,"['Vu, D']",Relational event models for social learning in MOOCs,SOCIAL NETWORKS,2015,70,['Relational event models; Social learning analytics; MOOCs'],10.1016/j.socnet.2015.05.001,"['Vu, D (corresponding author), Univ Melbourne, Melbourne, Vic 3010, Australia.']","['Aalen OO, 2008, STAT BIOL HEALTH, P1']"
J,"['Butts, CT']",Geographical variability and network structure,SOCIAL NETWORKS,2012,70,"['Spatially embedded networks; Spatial Bernoulli graphs; Geographical', 'SIZE; DISTANCE; DENSITY; MODELS; SPACE']",10.1016/j.socnet.2011.08.003,"['Butts, CT (corresponding author), Univ Calif Irvine, Dept Sociol, Inst Math & Behav Sci, SSPA 2145, Irvine, CA 92697 USA.', 'CHANGE, V13, P263, DOI 10.1093/icc/13.1.263']","['Anderson BS, 1999, SOC NETWORKS, V21, P239, DOI 10.1016/S0378-8733(99)00011-8']"
J,"['MULLEN, B']",EFFECTS OF COMMUNICATION-NETWORK STRUCTURE - COMPONENTS OF POSITIONAL,SOCIAL NETWORKS,1991,70,['SOCIAL NETWORKS'],10.1016/0378-8733(91)90019-P,"['MULLEN, B (corresponding author), SYRACUSE UNIV,DEPT PSYCHOL,SYRACUSE,NY 13244, USA.']","['[Anonymous], 1989, ADV BASIC META ANAL']"
J,"['BURT, RS']",A NOTE ON SOCIOMETRIC ORDER IN THE GENERAL SOCIAL SURVEY NETWORK DATA,SOCIAL NETWORKS,1986,70,[],10.1016/S0378-8733(86)80002-8,"['BURT, RS (corresponding author), COLUMBIA UNIV,DEPT SOCIOL,NEW YORK,NY 10027, USA.']","['[Anonymous], 1966, Prestige and Association in an Urban Community']"
J,"['Small, ML']","Because they were there: Access, deliberation, and the mobilization of",SOCIAL NETWORKS,2016,69,"['Social support networks; Decision-making; Deliberation; Accessibility;', 'SOCIAL SUPPORT; IMPORTANT MATTERS; RATIONAL CHOICE; CORE; HEALTH;']",10.1016/j.socnet.2016.05.002,"['Small, ML (corresponding author), Harvard Univ, Dept Sociol, 33 Kirkland St, Cambridge, MA 02138 USA.']","['Addis ME, 2003, AM PSYCHOL, V58, P5, DOI 10.1037/0003-066X.58.1.5']"
J,"['Bohn, A']",Making friends and communicating on Facebook: Implications for the,SOCIAL NETWORKS,2014,69,"['Facebook; Social capital; Friendship; Communication; Posting behavior;', 'WEB, V15, P213, DOI 10.1007/s11280-011-0143-3', 'COLLEGE-STUDENTS; SELF-ESTEEM; NETWORK SITES; ADOLESCENTS; DISCLOSURE;']",10.1016/j.socnet.2013.11.003,"['Bohn, A (corresponding author), Vienna Univ Econ & Business, Welthandelspl 1, A-1020 Vienna, Austria.']","['Acquisti A, 2006, LECT NOTES COMPUT SC, V4258, P36']"
J,"['Song, LJ']",Do resources of network members help in help seeking? Social capital and,SOCIAL NETWORKS,2012,69,"[""Network members' resources; Social capital; Health information search"", 'STUDY SOCIOL', 'INTERNET; SOCIOLOGY; KNOWLEDGE; DYNAMICS; JOB; ASSOCIATION; GENDER;']",10.1016/j.socnet.2012.08.002,"['Song, LJ (corresponding author), Vanderbilt Univ, Dept Sociol, Ctr Med Hlth & Soc, PMB 351811, Nashville, TN 37235 USA.']","['Abrums M, 2000, SOC SCI MED, V50, P89, DOI 10.1016/S0277-9536(99)00277-4']"
J,"['de Klepper, M']",Similarity in friendship networks: Selection or influence? The effect of,SOCIAL NETWORKS,2010,69,"['Friendship networks; Selection; Influence; Contagion; Co-evolution;', 'PEER GROUP HOMOGENEITY; SOCIAL IDENTITY; ADOLESCENT SMOKING;']",10.1016/j.socnet.2009.06.003,"['de Klepper, M (corresponding author), Boelelaan 1081, NL-1081 HV Amsterdam, Netherlands.']","['[Anonymous], 2005, Models and Methods in Social Network Analysis']"
J,"['Bonacich, P']",Calculating status with negative relations,SOCIAL NETWORKS,2004,69,"['centrality; eigenvector; status', 'CENTRALITY']",10.1016/j.socnet.2004.08.007,"['Bonacich, P (corresponding author), Univ Calif Los Angeles, Dept Sociol, 297 Haines Hall,375 Portola Plaza, Los Angeles, CA 90095 USA.']","['[Anonymous], 1988, Nonnegative matrices']"
J,"['Windzio, M']",The network of global migration 1990-2013 Using ERGMs to test theories,SOCIAL NETWORKS,2018,68,"['Global migration; Gravity models; Global inequality; Cultural homophily;', 'IMMIGRANT']",10.1016/j.socnet.2017.08.006,"['Windzio, M (corresponding author), Univ Bremen, SOCIUM, Res Ctr Inequal & Social Policy, POB 330440, D-28334 Bremen, Germany.']","['Abel GJ, 2014, SCIENCE, V343, P1520, DOI 10.1126/science.1248676']"
